id,company,address,city,lat,lng,decision_maker,title,phone,email,capacity_kw,cost_eur,image,source,state,notes,last_contact,industry
419,Liepaja Metal 15,"Liepaja, Latvia",Liepaja,56.52182,21.02964,Peteris Ozols,Operations Manager,+371 66509113,liepaja.metal.15@company.lv,875.0,612500,,unknown,cold,,,
420,Liepaja Automotive 16,"Liepaja, Latvia",Liepaja,56.54693,21.04322,Valdis Vitols,Managing Director,+371 64720342,liepaja.automotive.16@company.lv,875.0,612500,,unknown,cold,,,
421,Cesis Beverage 17,"Cesis, Latvia",Cesis,57.35776,25.2967,Aivars Jansons,Managing Director,+371 68933535,cesis.beverage.17@company.lv,2242.8,1569960,,unknown,cold,,,
422,Ventspils Automotive 18,"Ventspils, Latvia",Ventspils,57.40422,21.52639,Maris Berzins,Managing Director,+371 67253932,ventspils.automotive.18@company.lv,1475.25,1032675,,unknown,cold,,,
423,Valmiera Beverage 19,"Valmiera, Latvia",Valmiera,57.49559,25.39287,Juris Vitols,Operations Manager,+371 64406997,valmiera.beverage.19@company.lv,875.0,612500,,unknown,cold,,,
424,Liepaja Wood 20,"Liepaja, Latvia",Liepaja,56.55154,20.97693,Andris Silins,CEO,+371 63060208,liepaja.wood.20@company.lv,875.0,612500,,unknown,cold,,,
425,Cesis Glass 21,"Cesis, Latvia",Cesis,57.32192,25.28287,Maris Kalns,Owner,+371 65121545,cesis.glass.21@company.lv,1518.65,1063055,,unknown,cold,,,
426,Valmiera Paper 22,"Valmiera, Latvia",Valmiera,57.57197,25.44507,Maris Zarins,Owner,+371 67175285,valmiera.paper.22@company.lv,875.0,612500,,unknown,cold,,,
427,Ogre Textiles 23,"Ogre, Latvia",Ogre,56.85174,24.58751,Valdis Berzins,Owner,+371 65103304,ogre.textiles.23@company.lv,875.0,612500,,unknown,cold,,,
428,Valmiera Chemical 24,"Valmiera, Latvia",Valmiera,57.59008,25.41995,Janis Silins,CEO,+371 67500653,valmiera.chemical.24@company.lv,1198.4,838880,,unknown,cold,,,
429,Valmiera Machinery 26,"Valmiera, Latvia",Valmiera,57.52661,25.43324,Juris Silins,Managing Director,+371 65714531,valmiera.machinery.26@company.lv,1445.15,1011605,,unknown,cold,,,
430,Cesis Printing 27,"Cesis, Latvia",Cesis,57.26763,25.28723,Juris Jansons,CEO,+371 64363006,cesis.printing.27@company.lv,875.0,612500,,unknown,cold,,,
431,Ogre Electronics 28,"Ogre, Latvia",Ogre,56.86405,24.56578,Valdis Vitols,Operations Manager,+371 65096293,ogre.electronics.28@company.lv,1440.95,1008665,,unknown,cold,,,
432,Jekabpils Printing 29,"Jekabpils, Latvia",Jekabpils,56.53481,25.88539,Kaspars Kalns,Operations Manager,+371 66169709,jekabpils.printing.29@company.lv,2625.0,1837500,,unknown,cold,,,
433,Valmiera Paper 30,"Valmiera, Latvia",Valmiera,57.51503,25.4234,Peteris Kalns,Managing Director,+371 67366669,valmiera.paper.30@company.lv,875.0,612500,,unknown,cold,,,
434,Jekabpils Textiles 31,"Jekabpils, Latvia",Jekabpils,56.5101,25.81581,Aivars Berzins,CEO,+371 65299886,jekabpils.textiles.31@company.lv,875.0,612500,,unknown,cold,,,
435,Liepaja Electronics 32,"Liepaja, Latvia",Liepaja,56.51941,20.97531,Valdis Jansons,Managing Director,+371 64755986,liepaja.electronics.32@company.lv,875.0,612500,,unknown,cold,,,
436,Liepaja Furniture 33,"Liepaja, Latvia",Liepaja,56.50251,21.01839,Janis Jansons,Managing Director,+371 63435763,liepaja.furniture.33@company.lv,875.0,612500,,unknown,cold,,,
437,Liepaja Metal 34,"Liepaja, Latvia",Liepaja,56.5004,21.0101,Andris Vitols,Managing Director,+371 65652481,liepaja.metal.34@company.lv,875.0,612500,,unknown,cold,,,
438,Valmiera Food 35,"Valmiera, Latvia",Valmiera,57.52179,25.44735,Andris Silins,Operations Manager,+371 68280292,valmiera.food.35@company.lv,2460.5,1722350,,unknown,cold,,,
439,Riga Construction 36,"Riga, Latvia",Riga,56.95855,24.07358,Maris Berzins,Owner,+371 68197125,riga.construction.36@company.lv,875.0,612500,,unknown,cold,,,
440,Jelgava Plastics 37,"Jelgava, Latvia",Jelgava,56.6692,23.73829,Maris Kalns,Managing Director,+371 62450690,jelgava.plastics.37@company.lv,875.0,612500,,unknown,cold,,,
441,Jekabpils Metal 38,"Jekabpils, Latvia",Jekabpils,56.46404,25.8556,Valdis Zarins,CEO,+371 63709369,jekabpils.metal.38@company.lv,875.0,612500,,unknown,cold,,,
442,Jekabpils Chemical 39,"Jekabpils, Latvia",Jekabpils,56.50315,25.85466,Aivars Silins,Owner,+371 66509425,jekabpils.chemical.39@company.lv,875.0,612500,,unknown,cold,,,
443,Ogre Beverage 40,"Ogre, Latvia",Ogre,56.7835,24.64597,Juris Silins,Managing Director,+371 66832615,ogre.beverage.40@company.lv,875.0,612500,,unknown,cold,,,
444,Liepaja Metal 41,"Liepaja, Latvia",Liepaja,56.48145,21.00055,Aivars Kalns,CEO,+371 63891269,liepaja.metal.41@company.lv,875.0,612500,,unknown,cold,,,
445,Valmiera Printing 42,"Valmiera, Latvia",Valmiera,57.5887,25.37814,Kaspars Berzins,Managing Director,+371 68366049,valmiera.printing.42@company.lv,875.0,612500,,unknown,cold,,,
446,Jelgava Construction 43,"Jelgava, Latvia",Jelgava,56.62956,23.7412,Aivars Zarins,Operations Manager,+371 68557723,jelgava.construction.43@company.lv,875.0,612500,,unknown,cold,,,
447,Liepaja Metal 44,"Liepaja, Latvia",Liepaja,56.47475,21.02536,Peteris Berzins,Operations Manager,+371 62154598,liepaja.metal.44@company.lv,2451.75,1716225,,unknown,cold,,,
448,Daugavpils Plastics 45,"Daugavpils, Latvia",Daugavpils,55.88504,26.4881,Janis Silins,Owner,+371 63373347,daugavpils.plastics.45@company.lv,875.0,612500,,unknown,cold,,,
449,Liepaja Printing 47,"Liepaja, Latvia",Liepaja,56.48064,21.00965,Maris Vitols,Managing Director,+371 63591564,liepaja.printing.47@company.lv,875.0,612500,,unknown,cold,,,
450,Valmiera Construction 48,"Valmiera, Latvia",Valmiera,57.53005,25.37495,Maris Eglitis,Owner,+371 62304074,valmiera.construction.48@company.lv,875.0,612500,,unknown,cold,,,
451,Liepaja Electronics 49,"Liepaja, Latvia",Liepaja,56.50215,21.05637,Peteris Jansons,Operations Manager,+371 64764728,liepaja.electronics.49@company.lv,875.0,612500,,unknown,cold,,,
